user_id,registration_timestamp,email_domain,age,gender,job_title,education_level,is_smoker,is_drinker,os,device_type,registration_duration_ms,is_fraud
881e8e1e-4714-464b-bac0-98525a10fdaf,2025-01-01T00:11:50.397022,yahoo.com,53,M,Mid-Level,High School,False,True,windows,desktop,12971.3085973383,False
fdfa2138-bc93-4106-9841-a44702d19ea3,2025-01-01T00:13:04.021422,gmail.com,48,M,Junior,Bachelors,False,True,ios,mobile,15514.8300924739,False
181b2ef2-2201-46f5-8c0b-575a5c02732f,2025-01-01T00:14:19.789939,gmail.com,65,M,Junior,,True,True,windows,desktop,12320.9049387677,False
a03c9397-1db6-4aad-a4b2-6c9eaace1a55,2025-01-01T00:14:20.082292,gmail.com,29,F,Manager,Bachelors,False,False,windows,desktop,15996.3403373871,False
bb79b1c7-377e-40fc-baed-900c8a6c4d09,2025-01-01T00:14:35.034348,gmail.com,49,F,Junior,High School,False,False,windows,desktop,19246.1644954293,False
c028bfa0-c0be-4adf-a586-a2c212eadcb4,2025-01-01T00:15:38.089900,gmail.com,33,M,Mid-Level,High School,True,False,android,mobile,13874.7815838786,False
ec379a93-4d54-4236-9b5f-d69814569728,2025-01-01T00:16:03.466355,gmail.com,23,F,Mid-Level,Bachelors,True,False,windows,desktop,11641.9414970757,False
bd61843d-7d70-4703-adb9-f9b2781c480f,2025-01-01T00:16:29.450518,gmail.com,66,F,Junior,High School,False,True,ios,mobile,17905.7453970861,False
5cc0ef16-32c1-4730-b574-ceb6a79f33e0,2025-01-01T00:16:30.495689,yahoo.com,22,F,Manager,Bachelors,False,True,ios,mobile,13316.2111523085,False
6dce4aca-5cbe-4760-a697-6ec9eb6d6860,2025-01-01T00:16:42.792345,gmail.com,68,F,Junior,High School,False,False,macos,desktop,15063.0823146851,False
ccf386db-d345-43d5-bbf5-4d7eb09e2986,2025-01-01T00:16:57.222001,gmail.com,60,M,Junior,,False,False,windows,desktop,18457.7981316816,False
57624744-c9f4-46fe-bab8-2f20400b7d61,2025-01-01T00:17:51.518182,gmail.com,41,F,Manager,Bachelors,False,False,android,mobile,13923.1281586038,False
e22017a5-0112-4574-bf33-6aa7fad925ba,2025-01-01T00:18:22.645519,yahoo.com,19,F,Manager,High School,False,True,windows,desktop,12029.5495337293,False
cb8b17cd-7fee-4ed2-be47-61a802e7ea4e,2025-01-01T00:18:30.561052,outlook.com,44,M,Junior,High School,False,False,macos,desktop,13719.3839040082,False
5e67c0e1-6239-4aef-bc43-38700a7b16cb,2025-01-01T00:19:31.199022,outlook.com,30,F,Junior,High School,False,False,android,mobile,12997.2618807367,False
1dd8bf3c-cc8b-44fb-8283-3defa890979a,2025-01-01T00:19:34.041324,gmail.com,54,F,Manager,Bachelors,True,False,windows,desktop,15414.6610651417,False
608cfa7c-c7ef-4f4a-b98d-7652d219db9d,2025-01-01T00:22:00.925063,gmail.com,30,M,Junior,PhD,False,False,macos,desktop,17149.4412227988,False
d970402e-b862-432f-bd22-4e53b1a3252b,2025-01-01T00:22:06.205567,gmail.com,32,F,Manager,High School,False,True,windows,desktop,13842.2153628573,False
a2cb9bbd-e54a-4069-adc7-6dc5fc2ce4e8,2025-01-01T00:22:09.935220,gmail.com,37,M,Mid-Level,PhD,False,True,windows,desktop,12701.6953513617,False
a514e46d-3ee2-43f9-9eb7-295a00c314f0,2025-01-01T00:23:55.557884,gmail.com,56,M,Mid-Level,Bachelors,True,False,windows,desktop,18451.1739096229,False
da14e3ca-0d1c-41d9-946b-7309ed6e2c3c,2025-01-01T00:24:14.362382,gmail.com,19,M,Mid-Level,High School,False,True,android,mobile,16276.2866794968,False
f6d9bc2c-d2e8-49d4-a2d6-ca4fc496c02b,2025-01-01T00:24:53.411435,hotmail.com,62,F,Manager,High School,False,False,ios,mobile,12989.945779111,False
6ac929ba-6bf3-4ec6-9e7a-d2b1e4cf24b6,2025-01-01T00:24:54.188168,gmail.com,29,M,Junior,Bachelors,False,False,windows,desktop,14748.8501328344,False
b4e73ab5-29fc-4d1e-881f-9c2b95dd5500,2025-01-01T00:25:11.558523,gmail.com,68,M,Junior,High School,False,True,ios,mobile,15279.4657634495,False
bcabc4ac-4ba2-43e8-88ca-20b6b32a075a,2025-01-01T00:25:21.144058,yahoo.com,54,F,Mid-Level,Masters,True,True,ios,mobile,16390.7113418903,False
cb03fadf-e838-4e77-9609-815bd9d631ac,2025-01-01T00:26:58.405228,hotmail.com,65,F,Manager,High School,True,False,windows,desktop,13277.6550635695,False
9869ccc6-1633-4976-b7c9-fc8294197fe8,2025-01-01T00:27:55.123693,gmail.com,59,F,CEO,PhD,False,False,windows,desktop,14841.899886466,False
26c2ae72-efc1-4cc8-bd99-c13ca7307596,2025-01-01T00:30:47.432302,gmail.com,31,F,CEO,Bachelors,False,False,windows,desktop,14455.8886440929,False
f02b35cb-9cdc-4e00-88e7-93fa53c87f1c,2025-01-01T00:31:03.581456,hotmail.com,65,F,Mid-Level,PhD,False,False,windows,desktop,13482.2951767701,False
2702e291-24e6-4316-aed1-51e7c709ef3d,2025-01-01T00:31:39.462027,gmail.com,40,F,Manager,Bachelors,True,False,macos,desktop,13829.3201895389,False
eb73525e-99fb-4bb9-9c87-a4bb65548ce3,2025-01-01T00:32:36.607474,gmail.com,18,F,Manager,High School,False,True,windows,desktop,14934.517287335,False
909ad213-c7fe-44ab-a3e4-32e99762e219,2025-01-01T00:33:31.130089,gmail.com,31,F,Manager,Masters,False,False,windows,desktop,15697.8109721951,False
6963780a-f299-417e-8900-58f6c0bcaba5,2025-01-01T00:34:13.336360,gmail.com,67,F,Mid-Level,Bachelors,True,True,ios,mobile,17063.3019275495,False
3504c13d-dfa0-417e-ba76-7ce29e84affb,2025-01-01T00:35:15.527956,gmail.com,28,F,Director,Bachelors,False,False,windows,desktop,13925.7439249523,False
1b40f099-3a6e-47f3-b19f-5ca317c624e6,2025-01-01T00:37:13.425601,gmail.com,66,F,Manager,Bachelors,False,True,windows,desktop,14664.7017764353,False
d36df902-4465-42c1-8fa2-ee6b03474a5f,2025-01-01T00:39:09.540270,gmail.com,65,F,Junior,,False,True,windows,desktop,13187.4758483481,False
731f577d-dc7f-43c6-8870-049ad412ce08,2025-01-01T00:39:20.638394,gmail.com,59,M,Junior,High School,False,True,windows,desktop,14059.1953595815,False
fb83ecdc-38e4-4966-9aa3-7a7f3cf322f9,2025-01-01T00:40:07.300596,gmail.com,44,F,Mid-Level,,False,True,android,mobile,13115.452427932,False
7bb105bf-e377-4765-9e44-76f52b35acbe,2025-01-01T00:40:12.455754,gmail.com,33,M,Mid-Level,Bachelors,False,True,android,mobile,13998.557588081,False
3d497c10-fb12-4887-98f9-89d1ae74b869,2025-01-01T00:42:24.494412,gmail.com,60,F,Junior,High School,False,True,windows,desktop,20770.4348854364,False
3abf8e29-b72c-44e2-87ef-fe7d598e4eb6,2025-01-01T00:42:40.864178,gmail.com,24,M,Mid-Level,Bachelors,False,True,ios,mobile,17650.2469515818,False
9d807248-0340-497c-b679-1da845d8a050,2025-01-01T00:43:53.978547,gmail.com,51,F,Mid-Level,High School,True,True,macos,desktop,14096.7146670854,False
60c88cdd-086f-45a7-93bc-b6c928fa891d,2025-01-01T00:44:16.949250,gmail.com,66,M,Junior,High School,False,True,macos,desktop,16863.7725082141,False
2fa54e16-6e11-4175-9588-72e0d61e3052,2025-01-01T00:44:59.691608,yahoo.com,31,F,Manager,Bachelors,False,False,windows,desktop,17703.9968957628,False
3257a65a-cf9a-4c14-8949-a33548b72c24,2025-01-01T00:45:10.638052,gmail.com,24,F,Mid-Level,Bachelors,False,True,windows,desktop,17445.7282624254,False
3234448a-747b-4c00-a142-fd93df6b0e2d,2025-01-01T00:45:16.825935,gmail.com,60,F,Manager,High School,False,True,macos,desktop,13731.7821653507,False
09c89a74-7316-40ed-8f63-95a204a365b2,2025-01-01T00:47:12.335864,yahoo.com,47,F,Junior,Bachelors,False,False,macos,desktop,11893.9944997379,False
39f850c6-c55a-4def-b641-1fa367655f57,2025-01-01T00:47:52.099101,outlook.com,45,M,Mid-Level,High School,False,False,macos,desktop,15497.030472783,False
90c5c942-140b-4228-9091-f2bc8256b3f3,2025-01-01T00:48:36.167083,gmail.com,35,F,Mid-Level,Bachelors,False,False,windows,desktop,20633.0598385856,False
5cf3976f-c176-4301-b1af-9f930411c749,2025-01-01T00:49:23.233680,gmail.com,45,F,Mid-Level,High School,False,False,windows,desktop,12006.3839787078,False
c964289b-bca7-4a5c-a5d3-2617fcf874ad,2025-01-01T00:50:01.708842,gmail.com,18,F,Manager,High School,False,True,windows,desktop,15327.3880672026,False
de7c3b76-a4a5-413f-80c0-860b2e061c2a,2025-01-01T00:50:51.026421,gmail.com,48,F,Mid-Level,Bachelors,True,True,windows,desktop,17387.0822086342,False
4f1bf8a1-7e6d-4ed0-9d2c-ffa9ca092796,2025-01-01T00:51:06.013777,yahoo.com,39,F,Mid-Level,High School,False,False,macos,desktop,15270.2340049996,False
5f56459c-81ae-4629-a1a3-90a3a218d202,2025-01-01T00:52:46.464622,hotmail.com,45,M,Junior,Masters,False,False,windows,desktop,15540.9790928196,False
efd6992b-4745-40e6-b131-cba849f58304,2025-01-01T00:52:48.925457,gmail.com,24,M,Mid-Level,Masters,False,True,ios,mobile,13351.0423687447,False
0b9a934e-54d7-48c2-bf2f-44dff1ba590f,2025-01-01T00:53:03.347334,gmail.com,37,F,Junior,High School,False,False,android,mobile,14979.421713384,False
d4568ee7-7474-42ec-a331-687ee2cafd4f,2025-01-01T00:55:41.551138,gmail.com,68,M,Junior,Bachelors,False,False,ios,mobile,15137.566610956,False
30259d7c-1b7c-4686-99e6-9ecea308f15f,2025-01-01T00:56:43.846773,outlook.com,62,M,Junior,High School,False,True,android,mobile,15718.9490037552,False
409a6ca9-7554-4886-bb40-af14ac29590f,2025-01-01T00:57:58.696114,gmail.com,27,M,CEO,Bachelors,False,True,windows,desktop,14166.2626391372,False
20164341-c3c7-4f76-b46f-9caef5dfea8f,2025-01-01T00:58:06.941606,gmail.com,69,M,Mid-Level,High School,False,True,ios,mobile,13232.8590358678,False
6cc7213a-a182-4a80-9ac1-a0dfd6437596,2025-01-01T00:58:10.648872,outlook.com,27,F,Mid-Level,Bachelors,True,True,android,mobile,16254.6540206796,False
25eb7645-7077-4207-99b2-abf99244e7a0,2025-01-01T00:58:10.871678,gmail.com,56,M,Mid-Level,Bachelors,False,True,windows,desktop,16892.6811067008,False
b3f90cad-0c6b-4e89-8b2a-23c0877bfe93,2025-01-01T00:58:15.665305,gmail.com,22,F,Manager,High School,True,True,ios,mobile,16369.6623065417,False
27df89f5-de98-4f61-9581-58b0a5f08081,2025-01-01T00:58:32.131473,gmail.com,51,M,Mid-Level,Bachelors,False,False,windows,desktop,19343.862221669,False
c6f3b6e8-05f6-4604-861b-4269db65355a,2025-01-01T01:01:20.489122,gmail.com,66,F,Mid-Level,Bachelors,True,False,ios,mobile,14953.8281776234,False
6c765704-4b5d-428d-81a8-c9186f00e29c,2025-01-01T01:02:27.562839,yahoo.com,56,F,Manager,Bachelors,False,False,ios,mobile,18223.7860436645,False
b532d8ca-1c05-4fb1-8d64-b4beb4de2b83,2025-01-01T01:04:00.205153,gmail.com,68,F,Mid-Level,High School,False,True,windows,desktop,14517.3459127575,False
1b0ed3eb-bb61-4ab0-8408-ec3326ccea55,2025-01-01T01:05:22.533550,gmail.com,31,F,Junior,High School,False,True,ios,mobile,15059.4082138236,False
786beeb8-b23e-419c-ba2c-97335ea69d44,2025-01-01T01:06:09.276757,gmail.com,42,M,Mid-Level,Bachelors,True,True,macos,desktop,18930.2046340683,False
0907dc6f-9874-47d5-aa9b-1861b779749c,2025-01-01T01:07:52.266404,gmail.com,35,F,CEO,High School,False,False,windows,desktop,14082.1409016172,False
cf8f3855-8792-43a0-ab20-eef0701f605d,2025-01-01T01:08:30.774310,gmail.com,53,F,Mid-Level,Masters,False,True,macos,desktop,13380.2499056569,False
4c78447e-2082-4001-bd1f-cf95bc97c5bc,2025-01-01T01:10:07.594815,gmail.com,62,M,Junior,,False,True,windows,desktop,13719.5581371527,False
33a43d8b-8d9e-445b-8a0f-1e6c3cd0b489,2025-01-01T01:12:01.507417,hotmail.com,33,F,Mid-Level,Bachelors,False,False,android,mobile,16719.7813561524,False
5740d93b-8f42-483b-a78c-6198b5f8fd21,2025-01-01T01:13:09.914711,yahoo.com,48,F,Manager,High School,False,False,ios,mobile,19563.4602921756,False
a3810386-d51c-4788-8095-595d61b1f197,2025-01-01T01:15:04.774186,gmail.com,60,M,Junior,,False,True,android,mobile,13370.6791779985,False
f11153c1-f97e-4491-be4b-44d7397db9e7,2025-01-01T01:15:50.863459,hotmail.com,20,M,Manager,Bachelors,False,True,ios,mobile,15150.518722989,False
f14dc7ac-ce19-48a4-849a-1ae474ef9ae9,2025-01-01T01:17:24.166821,gmail.com,59,M,Director,Bachelors,True,False,windows,desktop,12969.1364492558,False
31ff3054-d2da-48a5-a1fa-5bab224f1db5,2025-01-01T01:17:25.098461,gmail.com,54,F,Mid-Level,High School,False,True,macos,desktop,16540.8966168375,False
7e905009-a102-4ffc-87cf-a92c83858794,2025-01-01T01:19:22.578993,outlook.com,29,F,Mid-Level,Bachelors,False,False,android,mobile,15379.5503005811,False
17f64448-ca00-4f60-ae13-8ed34bcadea4,2025-01-01T01:20:36.980025,gmail.com,60,F,Manager,Bachelors,False,False,android,mobile,16565.3893973602,False
775075c8-c6f9-4eab-9ff4-032ff668258d,2025-01-01T01:22:25.806419,gmail.com,50,M,Junior,High School,False,False,windows,desktop,15130.464122349,False
fd692e1b-9647-47fa-a79a-0d225bc9aa9a,2025-01-01T01:22:51.576658,yahoo.com,37,F,Manager,Bachelors,False,False,ios,mobile,16371.8246622947,False
56d38480-0021-4fb8-8559-1ed66350625b,2025-01-01T01:24:02.359513,yahoo.com,68,M,Junior,High School,False,True,windows,desktop,17599.1877723539,False
1cd5ec2f-61c7-46f2-ace3-d48f97ed2461,2025-01-01T01:25:06.377804,gmail.com,56,F,Junior,High School,False,False,ios,mobile,16075.1540213307,False
e05c2b28-fc25-4f0d-9bf7-5f39672171de,2025-01-01T01:25:20.650199,gmail.com,23,F,Manager,PhD,False,True,ios,mobile,14362.5215686177,False
6d866dae-c7ba-455e-afec-4f8cc75ba723,2025-01-01T01:25:59.357663,gmail.com,64,M,Mid-Level,Bachelors,False,True,windows,desktop,14865.804187244,False
ebd77df1-4659-488f-add0-e4b49faab1b2,2025-01-01T01:26:54.238109,gmail.com,21,F,Mid-Level,High School,False,False,macos,desktop,13726.4399205454,False
f4c695d7-72e7-4bac-944d-f7caf8ddc766,2025-01-01T01:29:24.220585,gmail.com,39,F,Junior,,False,False,ios,mobile,15166.2616566442,False
12ea49a6-a0bd-4948-b6ec-2de085e4c737,2025-01-01T01:31:19.465994,gmail.com,35,M,Mid-Level,High School,False,True,macos,desktop,15731.3539747327,False
0e234005-6518-4e44-ae90-66137d6bac85,2025-01-01T01:31:22.571506,gmail.com,43,M,Junior,Bachelors,False,True,android,mobile,17197.2162069152,False
4be1a2fc-8f1a-4153-9533-a17ced0dbddf,2025-01-01T01:32:37.719489,yahoo.com,57,F,Manager,High School,False,False,macos,desktop,14567.6884543179,False
02449532-dbcf-40e8-a7f0-e7b191e19c53,2025-01-01T01:34:28.789644,gmail.com,55,F,CEO,Bachelors,False,False,android,mobile,14734.751767437,False
ffe593eb-362b-4590-a293-1489f03b63d0,2025-01-01T01:34:36.864322,gmail.com,34,F,Mid-Level,Bachelors,False,False,macos,desktop,20912.1491886758,False
596f665f-7ec5-41fb-977a-61cbfeb1bb80,2025-01-01T01:35:16.697985,gmail.com,40,F,Manager,High School,False,False,windows,desktop,15216.172012617,False
dd6d8759-adb9-4106-afc2-2afbaefebf89,2025-01-01T01:35:22.363505,gmail.com,34,M,Junior,High School,True,False,windows,desktop,13492.8036192027,False
ef298c15-6d8c-4ac1-805f-f8f8cea37431,2025-01-01T01:36:04.660815,gmail.com,65,F,Director,Bachelors,False,True,ios,mobile,14173.5530602695,False
3d566911-1a73-4f0e-b555-5d605952ab31,2025-01-01T01:38:42.388149,outlook.com,42,F,Junior,Bachelors,False,True,windows,desktop,16768.4566994763,False
fdbc27a4-50c1-4f72-80b1-0ba67f98d56c,2025-01-01T01:38:44.743946,gmail.com,68,M,Manager,Bachelors,False,False,windows,desktop,14486.0842964414,False
b90b389e-7ccc-4fe8-9aba-8ce80f9ea3ca,2025-01-01T01:38:49.765391,gmail.com,23,F,Mid-Level,High School,False,False,windows,desktop,15059.9699585538,False
c6eadae4-90fe-4923-98e7-a6ae29ec0ec6,2025-01-01T01:39:40.857980,gmail.com,49,M,CEO,High School,True,False,windows,desktop,13988.4338141328,False
33352c87-1d26-4436-a35c-26d812835a47,2025-01-01T01:40:20.831379,gmail.com,19,F,Manager,High School,False,False,ios,mobile,15931.6345245494,False
ca118133-30aa-4cca-8b7c-58e7c93d5524,2025-01-01T01:40:26.744774,yahoo.com,67,F,CEO,Masters,True,False,windows,desktop,19367.8442897588,True
c2dc6981-68cd-4e58-8c56-363070d30941,2025-01-01T01:41:21.592790,gmail.com,18,F,Mid-Level,High School,True,False,ios,mobile,13098.4750221841,False
3ae2ca9c-ba42-4666-82b3-0a27dd85a6ea,2025-01-01T01:41:23.424484,yahoo.com,39,M,Manager,Bachelors,False,True,windows,desktop,17083.0481036745,False
da3bc7f8-acb4-4b31-aec0-6995aa011227,2025-01-01T01:42:39.643561,gmail.com,64,M,Junior,Bachelors,False,True,ios,mobile,15146.3896623392,False
0ee3d47d-9efa-4f56-9f07-9825bce8c619,2025-01-01T01:43:05.969184,gmail.com,51,F,Manager,High School,False,True,ios,mobile,17839.1350428522,False
24752c13-45ff-4dff-a057-f3dff5fb3b74,2025-01-01T01:44:05.885883,gmail.com,58,F,Junior,,False,False,ios,mobile,17310.4975303298,False
2ca7deac-6177-4361-9751-71842f62b501,2025-01-01T01:44:29.154468,gmail.com,41,M,Mid-Level,Bachelors,False,False,windows,desktop,16868.5329597796,False
175c151d-6aa9-48c9-af79-45b251f706de,2025-01-01T01:45:04.842689,gmail.com,25,M,Mid-Level,PhD,False,False,ios,mobile,14904.8589484987,False
27f7bbdd-ae25-459c-8cde-b62b6999fb7d,2025-01-01T01:45:35.396872,gmail.com,19,M,Junior,Bachelors,False,True,windows,desktop,15243.0830644169,False
84813eaf-1a90-4bf6-ba8e-63ec7d18d1b7,2025-01-01T01:45:48.568270,gmail.com,48,F,Manager,High School,False,False,ios,mobile,11251.1253991827,False
a0ef25a3-3dfa-44b3-9672-436458d701eb,2025-01-01T01:48:24.328029,hotmail.com,50,F,Junior,Bachelors,False,True,ios,mobile,18249.5603945168,False
e229f7c2-22a4-4376-96b9-2f37e0aa8df7,2025-01-01T01:50:07.127289,gmail.com,27,F,Junior,High School,False,True,windows,desktop,12794.0560563514,False
75168f0e-24f9-4170-a1fc-1d4890c70a40,2025-01-01T01:50:25.808195,gmail.com,42,F,Junior,High School,True,False,windows,desktop,13946.9638153473,False
c29c528b-8691-4514-b939-1692e1aa0f81,2025-01-01T01:51:24.336221,gmail.com,28,M,Junior,High School,False,True,ios,mobile,14242.573721972,False
adf0535a-5e62-426c-af30-a37551a05017,2025-01-01T01:51:28.472205,gmail.com,54,F,Mid-Level,Bachelors,False,True,ios,mobile,14764.3361751666,False
9b9b7840-9db6-4e4f-bba3-ac6540d59213,2025-01-01T01:52:03.809697,gmail.com,64,M,Mid-Level,High School,False,True,macos,desktop,12712.1236933786,False
1ca27a2c-b791-41b1-99ee-5a7530a351e9,2025-01-01T01:52:07.977704,hotmail.com,18,F,Junior,High School,False,True,windows,desktop,13081.3939775765,False
8a629d12-3a89-476e-8191-2728168ad773,2025-01-01T01:53:31.174484,gmail.com,41,F,Junior,Bachelors,True,True,macos,desktop,14895.056902912,False
8db70330-8a4b-496e-9415-fc4fe20d68b8,2025-01-01T01:54:01.139777,gmail.com,63,M,Mid-Level,,True,True,ios,mobile,13588.0844917362,False
1df15eaf-570a-4fcc-a396-d2efae97f7b1,2025-01-01T01:56:25.224032,outlook.com,37,F,CEO,Bachelors,False,False,macos,desktop,15443.1169732498,False
eb2d45ef-67aa-4c71-bf0f-9fa5c9146117,2025-01-01T01:59:31.947091,gmail.com,42,F,CEO,Bachelors,False,False,windows,desktop,14153.3429459624,False
dbae7e80-3f6b-4257-ad3f-7f83debddac7,2025-01-01T02:00:18.340566,gmail.com,42,M,CEO,Bachelors,False,False,android,mobile,12654.6197480453,True
cfdc793c-a503-497b-9149-37f082cf2602,2025-01-01T02:01:09.365169,gmail.com,29,M,Mid-Level,High School,False,False,macos,desktop,15608.7335945833,False
f778570e-d28a-41d2-a0c5-44871b4f0a35,2025-01-01T02:01:24.603668,gmail.com,52,M,Junior,Bachelors,False,True,ios,mobile,13224.3950041907,False
c6ca0380-0d89-4d48-9c92-dd9c5b5571c6,2025-01-01T02:01:40.049025,gmail.com,51,F,Manager,High School,False,False,ios,mobile,17281.4583763864,False
d33c973f-b817-4405-813c-2e501bb80708,2025-01-01T02:01:56.427007,gmail.com,45,M,Mid-Level,High School,False,True,windows,desktop,13321.8927829355,False
e4f15b28-6b85-4e4b-b78e-3da4bf1bf47f,2025-01-01T02:02:56.562018,gmail.com,42,M,CEO,,True,True,macos,desktop,16385.7796915264,False
c0d6159e-5dfb-4db3-a5a8-43613e7bb283,2025-01-01T02:03:35.801774,gmail.com,57,M,Manager,High School,False,True,macos,desktop,14600.5193359844,False
858700bc-c872-41c6-a22e-326e7f210a96,2025-01-01T02:03:36.317527,outlook.com,54,F,Mid-Level,High School,False,True,ios,mobile,14463.6957799707,False
7dc3c267-dbdd-4bb2-bc40-6a817e3d36c3,2025-01-01T02:04:00.040378,gmail.com,18,F,Mid-Level,,False,False,macos,desktop,18153.127453762,False
2d9425e1-90f8-47d8-a410-8f6e8bf7565f,2025-01-01T02:04:54.011333,gmail.com,50,F,Junior,High School,True,False,windows,desktop,14266.1728118469,False
0d32b571-95a0-4c44-86cf-eadae9475729,2025-01-01T02:06:03.399911,gmail.com,25,M,Mid-Level,Bachelors,False,True,windows,desktop,12232.8724434658,False
d5c5ad9f-68a6-421b-8fc5-00fa0745cccd,2025-01-01T02:06:32.884704,gmail.com,21,F,Mid-Level,Bachelors,False,True,windows,desktop,13208.7973132961,False
52110388-d089-4966-adaa-d2912d9fc1ef,2025-01-01T02:06:33.067744,gmail.com,19,M,Manager,Bachelors,False,False,windows,desktop,17288.6970221947,False
2ed501be-36e7-4ed5-abdc-06613da36b1c,2025-01-01T02:06:55.637951,gmail.com,68,M,Mid-Level,High School,True,True,macos,desktop,13641.3523019908,False
03d7d40a-eaa4-4f20-b915-402e07508aa7,2025-01-01T02:07:48.694306,outlook.com,57,M,Mid-Level,PhD,False,False,android,mobile,16836.3285557315,True
e7d1bf10-51b2-432e-bd69-4551c25d62fc,2025-01-01T02:08:29.098975,gmail.com,48,M,Mid-Level,High School,True,False,macos,desktop,16433.304510503,False
92489f51-bfc3-44fc-9b56-46e34aecc53f,2025-01-01T02:08:54.685812,gmail.com,28,F,Junior,High School,False,False,ios,mobile,14433.480174992,False
378e8585-5688-49f8-bbbb-52be64754c60,2025-01-01T02:09:11.196525,gmail.com,45,M,Mid-Level,Bachelors,False,True,android,mobile,12847.1717705884,False
3dc41bbe-8368-430c-bfd8-5202619504eb,2025-01-01T02:09:51.364009,gmail.com,37,F,Junior,High School,False,True,windows,desktop,17342.7673608988,False
39ce094c-f976-460e-bafd-0d1cc4be7546,2025-01-01T02:10:07.588027,gmail.com,51,M,Mid-Level,High School,False,False,android,mobile,15123.228663621,False
377261fe-5e2e-466f-968b-1f8e6909abe9,2025-01-01T02:10:25.655812,gmail.com,29,F,Junior,High School,False,False,windows,desktop,18498.6931051,False
ba76fe77-853e-4c5f-9818-01eddf60b930,2025-01-01T02:10:58.713899,gmail.com,54,F,Manager,Bachelors,False,True,windows,desktop,13600.3482720624,False
49a55e39-0372-4e4d-8ab6-2365add74a73,2025-01-01T02:12:33.057560,gmail.com,24,F,CEO,High School,False,True,ios,mobile,14870.3557119557,False
e4a5553e-f697-4d06-9467-eb06e1210624,2025-01-01T02:13:00.346751,yahoo.com,25,F,Mid-Level,,False,False,ios,mobile,14744.7955610852,False
401bee71-b6c8-4fa8-bb5f-ea92c7595b85,2025-01-01T02:13:14.426965,gmail.com,47,M,Mid-Level,High School,False,True,ios,mobile,10186.8176325569,False
9562e026-7015-4720-b2f1-819aca625764,2025-01-01T02:13:56.767853,gmail.com,48,M,Mid-Level,Masters,False,False,macos,desktop,11160.4012151158,False
fcc41f4f-ca11-4c66-946e-f93263830c12,2025-01-01T02:14:23.744493,gmail.com,25,M,Junior,Bachelors,False,True,android,mobile,13115.691871002,False
1bddd228-3b2e-40a5-be0e-a580218e77bd,2025-01-01T02:17:53.477881,gmail.com,38,F,Mid-Level,Bachelors,False,False,ios,mobile,17923.2614806907,False
f631eeac-63b1-4108-8e9f-a7b184cb0c95,2025-01-01T02:17:59.072948,gmail.com,19,M,Mid-Level,,False,True,ios,mobile,12504.2613067135,False
243b1536-0103-44a4-b76b-d7b833bd786b,2025-01-01T02:18:41.427508,gmail.com,65,F,CEO,Bachelors,True,True,windows,desktop,14160.4406596003,False
f6269789-df8a-4efd-a143-d0e63d0d1dcc,2025-01-01T02:19:20.819385,gmail.com,21,F,Manager,PhD,False,False,macos,desktop,12360.4186231973,False
18997187-b173-489d-ae41-3a1ff62838dd,2025-01-01T02:19:31.521389,gmail.com,41,M,Director,PhD,False,False,macos,desktop,15532.2221216709,True
cabc5616-2075-4cfa-a5f9-e2caf2289fa3,2025-01-01T02:19:36.532928,gmail.com,50,F,Junior,Masters,False,False,android,mobile,17098.7083599314,False
